content,engagement,comments,personal_exp
"Recruiting season is coming back and I'm giving away 6 FREE 25 minute sessions to help out with consulting interview preparation. This ranges from case studies to CV to the mindsets to help you win!

If you're interested comment what you're struggling with (so I know) AND send me a DM!

If you don't get on, I'll put you on the wait list (but still send me a DM, because I may be able to help in other ways!)

",107,5,FALSE
"Why bother with campaigns and protests? Does your e-petition signature even do anything? Isn't it better to just write to your MP / local legislator?

Marcus Rashford recently launched his campaign to get free school meals for students that are struggling over this summer! People got behind him, they signed petitions, they lobbied their MPs (all not mutually exclusive tasks) - and, the media picked up on it!

Initially, the government said no - they couldn't spend any more. Although, after strong and sustained pressure, they finally caved today!

Millions of children will be able to eat a decent meal now, thanks to his campaigning. Ultimately, even small actions begin to affect decision makers if done on a large enough scale. They care about media perceptions because it affects their reputations and in some cases, their votes.

",139,1,FALSE
"Food for thought. As someone who regularly uses cafes as co-working and meeting space, I wouldn't mind throwing in a fiver or even several tens of dollars a month for the privilege of having a commercial drop-off address, and priority access to seats (+ uninterrupted WiFi).
#WorkSpaceInnovation #HotDeskingCafeStyle
",0,0,FALSE
"Our final Groundup Sandbox workshop was held last Sat (20 Feb), in preparation for the upcoming Sandbox Demo Day in March – where participants will pitch their idea in front of a panel to get prize money of $2,000.

Here are some quick tips on pitching:
1. Create a memorable impression with catchy one-liner descriptions.
2. Utilise props to engage your audience.
3. Use recent news coverage as examples to amplify the importance of tackling your issue.

Stay tuned for our last Sandbox update, as we inch closer to Demo Day!

",0,0,FALSE
"Want to join an AWSome team? AWS APJ Digital Innovation is hiring!

Check out:
APJ Digital Innovation BDM for SMB


APJ Digital Sustainability Lead


APJ Innovation GTM Specialist


    ",43,2,FALSE
"Had a lovely time with Rainer Seider, Miguel Andre Pichel Encarnacion and the StartUp AsiaBerlin delegation who were in Singapore the past three days, checking out a range of ecosystem players from innovation hubs, to governmental multipliers and venture builders. As a Singaporean, I'm thrilled they chose us as a gateway and launchpad into the region, driving deeper pan-Asia-Europe startup partnerships with Berlin as the European hub.

I also got my ""Save The Date"" card for next year's Asia-Pacific Week Berlin, on the topic of Innovation. 13-19 May 2019, save your dates! If the past two years of speaking at APW is anything to go by, it'll be yet another year of rousing sharings, dynamic insights and close relationships forged.

Special shoutout to , and Oleks of for putting together a successful programme!

",36,2,FALSE
"Have your #career plans for the future been rattled by this covid storm? Are you wondering what it takes to stay rooted and clear in this vortex, and perhaps even convert this crisis into a fruitful time of preparation and unprecedented opportunity?

If that's you, come join me this Friday, May 15th, from 7.30-9.00pm, at 's session on ""Self Discovery and Career Planning"".

As , I'll lead by sharing some quick insights and focus on answering your questions from 7.30-8.00pm. From 8.00-9.00pm, you can pick any breakout room to connect with invited guests from the management consulting (e.g. ) and media industry (e.g. Viki).

You may find me in a breakout room as well, if you have further questions pertaining to careers, interviews, Future of Work, and how to position yourself in accordance with your drive, strengths, personality and values.

Sign up at . The organisers have limited it to 70pax to optimise participant airtime, with 44 slots already snapped up (as of Sun). So don't wait too long.

See you there! Thanks and team for having me on this meaningful initiative :)

",42,6,FALSE
"So proud to be your coach, all the way from ideation to incubation, and now implementation ❤️

Your pitches to the Venture Board were on-point and terrific. But even more amazing than that was the united team effort that came together, covid scares, relocations, and illness notwithstanding. You inspire me!



",9,2,FALSE
"Even in regular times, hunting for jobs and internships can be a major stressor for our young professionals, much less during times as these.

Check out for 22,000 job opportunities with immediate openings, and over 80,000 traineeships to be established over the course of a year.

Be sure to catch the , going on from now till Apr 12th!

",0,0,FALSE
"https://lnkd.in/fCfZDAR

Often we spent a lot of time brainstorming but this seems like a structured process we need to get high impact and low effort 'sweet' solution to our 'top' problem.
",0,0,FALSE
"Your calling won't just land in your lap. You'll have to figure it out, earn it, sight it- forged and buried in the crucible of experience, perhaps even pain.

Don't bother figuring it out in a cocoon- put yourself out there, experiment, and be open to even the littlest nuggets of advice. Those may just be the nudge you need for your next leap. After all, we don't know what we don't know- so allow others to be your mirror round the bend.

And once you figure out this 'calling', that's when the work truly starts. It'll be a journey of a lifetime, and like most journeys- it won't always be concrete ground; sometimes it'll be forest trails, muddy swamps or grassy tufts. Which means you'll need trail shoes, trackers, and may even have to go barefoot at times. Be adaptable. Stay open.

Your calling, as with life, is an adventure.
- SUTW
#ACallingWorthFightingFor #LifeWritLarge
",13,0,FALSE
"Got an innovative tech solution to help disadvantaged youth secure employment? Optus and World Vision are offering a $20,000 grant. Plus, you can also gain the opportunity to scale up your solution throughout the Asia Pacific. Apply now to the Optus Future Makers World Vision Challenge:
",0,0,FALSE
"Happy faces familiar and new at the Nanyang Business School (NBS) Step Out Midpoint Networking session tonight.

Our first time being able to conduct this in person after 3 years of running this mentorship series virtually. So glad to finally be able to see so many of these mentors and mentees with the fullness of their vibrancy and presence. This makes tonight extra special. My heart is full ❤️

Thank you for sowing into the next generation so generously, mentors! And mentees for looking beyond exams week to things beyond, of far greater value 🙌

Lin Zichao Yvonne T.

P.S. An extra bonus was the cool live crepes station + delicious chowder, and a lovely evening spent at the impressive LKC School of Medicine Novena campus. Most of all, thank you , , and for all you do 💕
",87,1,TRUE
"Excellent exercise on collective brainstorming, with actionable outputs and best practices steeped in design thinking. Worth a read- and regular practice- for those keen to sharpen your team's solutioning prowess!

Thanks for sharing, .
",0,0,FALSE
Remember David v. Goliath?,8,0,FALSE
"500 STARTUPS GLOBAL LAUNCH: PITCH WORKSHOP + 1-1 CLINICS

With great constraints, comes innovation. We had fun experimenting with a 'hybrid' approach to our inaugural run this Mar.

With our 10 startups headquartered in 9 countries, and core staff in many more, some founders had to urgently head home (and fire-fight) before borders shut.

Cue tech and human ingenuity to the rescue. ~Half our startups showed up in person, while the others tuned in remotely via a combination of G Hangout Meets (for online slide sharing + interaction); slides projected onto a physical screen for live participants; and a separate webcam for a wide-lens view of the room and people in it.

It was quite the experience. While I was well acquainted with coaching online, having to juggle speaking to/engaging a physical audience before me, while remembering to check in with the virtual group (whom I couldn't see as I had to minimise to toggle my slides fullscreen) was a first. Thankfully, it went well. No technical glitches, and through multiple check-ins and context-specific examples, even the remote participants left satisfied.

Looking forward & expecting more of such or . Check out these impeccable startups, many having raised btw $2-6 MIL, in the comments below!
",54,4,FALSE
"Tough times aren't always within our control, but what is, is a fierce determination to thrive, and a flexible mindset to adapt. That's often what distinguishes a successful entrepreneur (or individual, for that matter) from another.

Really proud to journey with as part of the Deep Tech Accelerator. The talented and agile team led by have repurposed their multi-award-winning WooHoo smart systems, to help with the current COVID situation for Health & Senior Care.

Check out the 'WooHoo Care Assistant' for a voice-assisted, contactless, and more human way to remote patient monitoring and senior home care.
",5,0,FALSE
“I want to live a life where I don’t have to remember anything. Seriously. That’s my goal — to forget as much as possible.” - David Perell,10,1,FALSE
"Exciting news! I was interviewed for the first time in my life.

I spoke about: 
- My philosophy on the future of brands
- How I filter what a read
- My process for preparing for podcast interviews
- Thoughts on the future of sports and media in America
- What I disagree the most with adults on

Give it a read and share your thoughts with me. Want to hear from you!
",2,0,FALSE
"Spoke with Brent Beshore, the Founder/CEO of adventur.es about his favorite concepts: mental models, opportunity cost, antifragility, market inefficiencies, margin of safety, and time horizons.
",10,0,FALSE
"Pretty cool....

I was featured in Adweek! And I spoke about my favorite ideas:

1. Internet advertising.

2. Why celebrities are starting companies.

3. Brands in the internet age.
",10,0,FALSE
"Heard a story about a Fortune 500 CEO who mastered all-team communication. One day, one of his execs asked him: ""What's your secret?""

The CEO said: ""I make my messages so simple that Forrest Gump could've come up with them, and repeat them with mind-numbing consistency.""
",22,0,FALSE
"I’m launching a new podcast called How I Write.

You can read what an author writes anywhere, but only on this show will you hear how they write.

Imagine if all of your favorite writers recorded their own audio versions of Stephen King’s On Writing.

That’s what this show is about.

It’s like Chef’s Table for writers. We go behind the scenes to uncover the meta-mechanics of writing, the lifestyle behind it, and all the ways you can make money at your keyboard. By learning how your favorite writers work, you’ll see your own creative process with fresh eyes.

I started writing online almost a decade ago, and it was one of the best decisions I’ve ever made. Since then, I’ve published close to 1 million words on the Internet. After seeing some success, I founded Write of Passage to help others transform their lives by writing online. This podcast is core to that mission, and it’s inspired by my own struggles as a writer.

I’ve been studying great writers for years, and I’ve learned that their styles are as diverse as the human genome. Hemingway’s sentences are short. Faulkner’s sentences are long. Mary Oliver’s work is poetic. Nietzsche’s work is aphoristic. Brené Brown leans on her research. J.K. Rowling leans on her imagination. David Foster Wallace’s prose is juicy, loquacious, and self-referential. James Clear’s prose is simple and direct.

Writing methods are just as diverse. Some writers are consistent. Tyler Cowen has published something every day for 18 years, and Seth Godin doesn’t skip a day either. Other writers lay dormant, then erupt with creativity. Dickens wrote A Christmas Carol in just six weeks, and Mary Shelley wrote the initial manuscript for Frankenstein during a summer holiday in Switzerland. George R.R. Martin takes on long and meandering projects while Stephen King swears by the rigor of a daily word count.

How I Write is about helping you find what works best for your own writing.

This show isn’t just about methods and styles, though. It’s also about what it means to be a writer today. How can you earn a living? What about building an audience? Should you use GPT?

The Internet has fundamentally changed writing. Wielding the power of independent publishing, an army of writers on Substack have waged war against the mainstream media. People are making a name for themselves by building audiences on social media. Tim Ferriss has parlayed the fame he earned as a writer into a small fortune as an angel investor. Stripe’s writing-first culture helped them achieve a stratospheric valuation. Memos from the likes of Jeff Bezos and Warren Buffett move markets and influence billions of dollars worth of cash flows. Throw in the advent of artificial intelligence, and you can see that a tempest of change is upon us.

How I Write is your compass for navigating these changes. It’s a show by writers, for writers, built for the age of the Internet.

",203,3,FALSE
"Adweek chatted with 2PM Inc. , Lean Luxe, Robin Li, and David Perell on 2019's direct to consumer trends.",0,0,FALSE
"""Content and commerce are converging. Publishers who appeal to owned audiences will win the upcoming pivot to owned commerce""

Check out my first blog on the changing landscape in media (co-written by )
",1,0,FALSE
"Why are people so obsessed with YouTubers? And how are Instagrammers starting companies?

My latest blog post.
",4,0,FALSE
"The Seven Habits of Highly Effective People (1989) is a business and self-help book written by Stephen R. Covey. Check out the seven things that you can do to improve your ""character ethic,"" credibility, professionalism, and productivity.
",2,0,FALSE
"Are you doing the work you were made for?

If you don't like your answer, I made this short film for you.",26,2,FALSE
"By matching the creativity of Hollywood with the efficiency of Silicon Valley, Netflix manufactures virality.""

Check out my short new post about .
",4,0,FALSE
"Just published a new article called “The Pivot to Owned Commerce”

The media industry has pivoted three times in the past few years:

1. First, the pivot to video.
2. Then, the pivot to podcasting.
3. Now, the pivot to subscription.

Where will media companies pivot next?

Here's a hint: ""Content and commerce are converging. Publishers who appeal to owned audiences will win the upcoming pivot to owned commerce.""

",6,0,FALSE
"In an effort to connect the world, Facebook has hired 50 aeronautics experts and space scientists. Together, they hope to create solar powered drones and connectivity aircraft to bring internet access to people around the world.
",0,0,FALSE
"Today we are launching Sourcery 2.0!

We couldn't be more excited that you can now:
- Extend Sourcery to handle your best practices
- Leverage Pre-Built Rulesets, like the Google Python Style Guide
- Bulk review your project from the command line
- Review every commit with Sourcery in CI

Feedback & upvotes greatly appreciated ⤵️


♻️ Please like/comment/share to help spread the word!
",29,2,FALSE
"Angela Merkel needs to create a unified digital strategy in Europe during her Council Presidency. Key future technologies like Robotics, Quantum Computing or Future Mobility received only little attention by European Heads of State and Government. What does your Top Politician focus on it terms of digital technologies? And how engaged are they compared to the other 27 Heads of State and Government? The answers are in our new report.
Some media coverage from and in the comments.
",0,0,FALSE
"We justify using a particular social media tool if we derive just a modicum of benefit from it. That’s what Cal Newport calls the “any-benefit mindset”.
 
Yet, that mindset completely ignores the associated cost. It’s better to adopt a “net-benefit mindset” and only use social media tools that offer a clear positive impact on our professional and personal goals.
 
For the social media tools that only have little impact on your goals, I suggest applying a complementary approach – the “social media fast”. Today’s post of my productivity newsletter explains how.
 
Want to learn more and get it into your inbox by tonight? Check the link in the comments and sign up for free.
",18,1,FALSE
"How to avoid working late (without stressing out about it).

Do a shutdown ritual.

",80,1,FALSE
"We use our phones from the moment we wake up to the moment we fall asleep.

That’s a major reason why our leisure time probably has never felt less relaxing – although we have more of it than 50 years ago.
 
According to the Center for Humane Technology, setting boundaries for when and when not to use your smartphone provides an effective remedy. In this week's post of my productivity newsletter, I share the tips for setting boundaries that give you the most bang for the buck.
 
Want to learn more and get it into your inbox by tonight? Check the link in the comments and sign up for free.
",25,1,FALSE
"Digital Competitiveness Center @ ESCP Europe Berlin – Happy to have won #KlausHommels, Oliver A. Heimes, and Professor Dr. Klaus Schweinsberg for this adventure. Philip Meissner and in the starting blocks for to become driving force in the digital revolution:
",21,0,FALSE
"By 2019, the average knowledge worker was sending and receiving 126 emails per day, which amounts to one every four minutes.

That’s a huge problem. As Cal Newport argues in his latest book, “[…] these context switches, even if brief, induce a heavy cost in terms of mental energy – reducing cognitive performance and creating a sense of exhaustion and reduced efficacy”.

According to collaboration expert Rob Cross, the heart of the problem is not the technology itself, but how we deal with email. He suggests a framework with three categories of healthy email norms: 1) limiting disruptions, 2) usage and 3) format and organization.

I use that framework to organize my best tips around email in my productivity newsletter. Today’s post is all about the first category. As it turns out, one of the most important tips to limit disruptions from email takes only 10 seconds.
 
Want to learn more and get it into your inbox by tonight? Check the link in the comments and sign up for free.
",21,2,TRUE
"Creativity is a vague and loaded term. However, it is vital when we’re trying to find innovative solutions to complex problems.
 
Curiously, creativity comes in two modes: a discovery mode and an implementation mode.

This week’s post of my productivity newsletter is about these two modes – and when to engage in them.
 
Want to learn more and get it into your inbox by tonight?
 
Go to and sign up for free.
",49,1,FALSE
"France is rising and Germany losing significantly in digital competitiveness. Also the US are falling behind while China is gaining competitiveness in the area. Today, we launched our Digital Riser Report, which has been featured by .



What needs to be done to improve in this crucial area for the future of our economy?
",0,0,FALSE
"Exercise inevitably takes time away from our busy schedules. Yet, it can still be beneficial because it makes the rest of our day a lot more productive.
 
Endurance exercise improves our focus, helps us deal with stress, and structurally sets our body and brain up for higher productivity – if done right. That's what this week's post of my productivity newsletter is about.
 
Check the link in the comments and sign up for free to receive my weekly posts.
",44,4,FALSE
"Germany is missing the digital revolution.
We need to act now and create a digital strategy for Germany and Europe.

Please help us in spreading the word by liking and sharing :-)


",0,0,FALSE
"Managing our workday with to-do lists is like running our life on Windows 95, says bestselling author Nir Eyal.
 
In the third part of my series on the topic, I dive deeper into the approach that entrepreneurs like Bill Gates and Elon Musk use instead.
 

 
  ",69,3,FALSE
"+++ All our keynote speakers +++ ⁣⁣

We are happy to announce that the following speakers will give a keynote at traction 2019:
• Benjamin Bauer, Chief Growth Officer TechHub at SoftBank
• Dorothee Bär, German State Minister of Digitization
• Naren Shaam, CEO at Omio

traction is a one-day tech conference that connects ambitious talent with the most exciting companies in tech. This year’s conference will take place on the 29th of November 2019 at Colonia Nova in (Neukölln) Berlin and focuses on the topics: mobility, food, and finance.

Learn more about traction:
Apply to traction:
",9,0,FALSE
Glad to see that our Digital Engagement Report is featured in today's briefing on digitalisation by the Tagesspiegel (German),43,1,FALSE
"11 algorithms for success (in life and business).
 
Naval’s Life Formulas:",77,4,FALSE
"Your profile's most powerful thing is:

> not your banner. 
> not your headline. 
> not your summary. 
> not your expertise. 
> not your skills.

It's what you want to be known for and by whom.

Because:

> It defines your offer.
> It defines your people. 
> It establishes your identity.
> It builds your credibility. 
> It makes you, you.

Find out 'what you want to be known for and by whom' and everything else will fall into place.

P.S. Drop me a message if you need help building your personal brand, and we'll figure it out together. 

🐳

Ready to make a SPLASH on LinkedIn with a profile that converts? Drop me a message and let's find out how I can help you in achieving just that.

Follow me (ring my profile 🔔) for more on , , , , and .
",34,2,FALSE
"Something came to my attention yesterday that really gripped my 💩

Plagiarism isn’t cool!

We all know that.

But what I witnessed yesterday took it to a whole new level.

Someone I look up to and who’s work I admire…

Had a large part of her about section not just copied word for word…

But pasted word for word on to the profile of one her clients.

They then charged this unsuspecting client somewhere in the region of £400 for what they thought was unique, direct response copy.

Had it not have been for the eagle eyes of my team…

This unsuspecting client would have paid good money for an about section that was plagiarised.

Sorry but no matter how you look at this….

It’s disgusting and boarders on being fraudulent.

What sickens me is that I had previously been impressed with this persons work too.

I’d enjoyed and engaged with her content and even considered using her services.

Not anymore!

You know who you are so please know this…

I have screenshots and video of the content you copied and pasted from both profiles.

Also know that I’ll have no hesitation in sharing this with both your client and the influencer you plagiarised if I ever see you do this again. 🤬😡
",18,1,TRUE
"3 things you can do right NOW to make your HOOKS grab more attention 👀

1. Speak in ‘YOU’ form:

So instead of saying….

“Most businesses will fail”

Say

“Your business will fail”

2. Shorten it up as much as you can:

Often times we use unnecessary filler words like….

And

OR

That

Ditch filler words to keep sentences short (like this)

3. Say what matters first:

So instead of saying…

“Commenting on your prospects content is the best way of blowing up on LinkedIn”

Flip it around and say…

“The best way of blowing up on LinkedIn is by commenting on your prospects content”

P.S. Start doing this right away for better results.

——————————————-

Follow me and ring my 🔔 for more content like this.

",31,1,FALSE
"It’s so easy to forget how lucky we are isn’t it?

I hear so many people complaining at the moment.

They just don’t realise just how many people would give their right arm for what they have.

They seem obsessed with counting...

💰 Money

👣 Steps

⚖️ Pounds

🍽️ Calories

Maybe they should just start counting their blessings instead?

Surely this is the true foundation for a life of ?
",44,3,FALSE
"In a world flooded with content and
marketing madness, permission marketing
is your trusty circus ticket.

It's all about creating real connections,
respecting customer choices, and delivering
value that's better than a funnel cake.

Here's how I use permission marketing 101
to score high-ticket leads on LinkedIn!

🐳

Ready to make a SPLASH on LinkedIn with a profile that converts? Drop me a message and let's find out how I can help you in achieving just that.

Follow me (ring my profile 🔔) for more on , , , , and .
",34,3,TRUE
"I analyse a dozen LinkedIn profiles a week.

And here are the 5 flaws 99% of them have.

Let me show you how to fix them so you

can get more out of LinkedIn.

🐳

Ready to make a SPLASH on LinkedIn with a profile that converts? Drop me a message and let's find out how I can help you in achieving just that.

Follow me (ring my profile 🔔) for more on , , , , and .
",44,1,TRUE
"It was 2020 when I lost my job in the middle of a pandemic.

In that moment I realised I had 2 choices….

A. Go find another job
B. Set up my own business

But with the pandemic hitting my industry so hard.

I figured option B was my best option.

I had always wanted to run my own business.

So the pandemic gave me the little kick up the arse that I needed.

It wasn’t easy…

I had to make sacrifices.

In fact, I nearly lost everything at one point.

But I stuck with my dream.

Then after 4 months living off my last wage, holiday pay and savings,

I managed to land my first client

It was only worth £150 but I felt like I had won the lottery.

Fast forward 3 years

- I do 4-5 figures every month
- I’ve built a strong client base
- I’ve grown a community of 10k+
- I’ve become a confident business owner
- I’ve attracted over 70 LinkedIn recommendations
- I’ve learned from some of the best in the industry

So if you’re you’re wondering if LinkedIn is the real deal…

Take it from me,

It 100% is

But only if you:

- Go ALL in on it
- Optimise your profile
- Never post and ghost
- Don’t pitch slap prospects
- Study other successful creators
- Aim to give more than you receive
- Post top quality content consistently
- Engage with creators, clients and competitors

P.S. Did I miss anything?

----------------------------------------------

Reshare if you found this useful ♻️
Follow me + tap the bell to get notified 🔔
Book your Profile Power Hour 🕑



",151,8,TRUE
"How one small tweak to my LinkedIn profile helped me generate over 50 leads in less than 7 days 😲

When it comes to profile optimisation...

- There is no one size fits all!
- There is no top tip!
- There is no single secret sauce!

It is and always will be...

The aggregation of marginal gains!

It's all about making lots of tiny, seemingly insignificant...

- Tweaks
- Refinements
- Enhancements

That all add up to make a BIG difference overall.

That said...

This little tweak when combined with dropping comments...

Resulted in a 5600% increase in profile views...

And over 50 inbound leads in less than 7 days... 👇




—————————————-

👍 Follow me for more content
🐳 DM me to book a FREE profile review
🔔 Tap the bell to get notified.
",30,2,TRUE
"Posting regularly on LinkedIn but not getting any leads?

I know how frustrating it is because I've been there.

But don't worry, I've got a solution for you!

Imagine getting 30 leads in just 14 days!

This could be a game-changer.

Having optimised 300 LinkedIn profiles and helped clients generate thousands of leads, I'm launching a pro version with a 100% money-back guarantee.

That's right!

Get 30 leads in 14 days or your money back!

And to good part is:

You get £600 off if you're one of the first 10 clients. 

→ The STANDARD Package: £1200

- Banner design
- Profile Photo optimised
- Headline
- About section
- Matching featured section 
- Keyword optimised

The PRO Package: £2000

→ Everything in the standard package             
→ Built-in lead magnet
→ Landing page
→ Money-back guarantee

Be one of the first 10 clients to get the discount!

Afterward, the Pro package will be priced at £2600.

Let's make LinkedIn work for you!

DM to get started.

P.S. Remember, the guarantee is conditional and subject to your commitment to daily posting.

🐳

Unlock your LinkedIn profile potential! Answer 13 questions for an instant profile score, receive a personalized report, and book a free consultation to level up your LinkedIn game.

Follow me (ring my profile 🔔) for more on , , , , and .
",50,2,FALSE
"Want to know How to Optimise your LinkedIn Profile to Attract your Ideal Clients in 2023?

Then this event is NOT to be missed!

This my friends is my bread and butter!

It's what I do best ....

The LinkedIn Profile Deep Dive usually costs £250.

But for one day and one day only...

And to get you off to the best possible start in 2023...

I will be revealing all the tips and tricks you need to take your profile way beyond Linkedin's 'All Star' standard.

And as if that wasn't enough....

As a special bonus for everyone who stays till the end...

I'll be sharing 3 kick ass lead generation strategies to help you boost you client acquisition on LinkedIn.

So who's ready to take their profile to the next level?


",0,0,FALSE
"What most business owners think LinkedIn profile optimisation is:

- Designing and uploading a fancy banner.
- Adding stunning visuals to the featured section.
- Getting a few recommendations from colleagues.
- Writing an ego-centric headline that starts with their title.
- Writing a glorified resume all about them and their interests.
- Replacing the background of their profile picture with a brand colour.

What LinkedIn Profile Optimisation actually is:

- Having a solid brand strategy.
- Establishing the goal of your profile.
- Researching your ideal target audience.
- Understanding your prospects fears and emotions.
- Positioning you as the perfect solution for your ideal clients.
- Removing all the fancy buzz words, business jargon and confusion.
- Writing persuasive copy that explains how you sooth your prospects pain.
- Writing a powerful headline that resonates with your ideal target audience.
- Full keyword optimisation of URL, Headline, About, Images and Experience
- Hooking your profile visitor within 3 seconds of them vising your profile.
- Increasing your discoverability both on LinkedIn and search engines.
- Demonstrating you know exactly what the hell you're taking about.
- Building trust, credibility and authority with lots of social proof.
- Using the power of storytelling to ensure you're remembered.
- Build consumer confidence with a satisfaction guarantee.
- Adding a compelling call-to-action that incentivises.

Remember...Your profile should:

➔ Grab attention
➔ Keep attention
➔ Build trust
➔ Press on pain points
➔ Offer your solution
➔ Persuade to buy/take action

If it doesn't...

Maybe it's time to make SPLASH on LinkedIn with a profile that converts?
 
👍 Follow  for content strategies + profile optimisation tips
🐳 Visit my profile to GET YOUR PROFILE ANALYSED
📷 Visit my Featured Section for examples of my work
🔔 Tap the bell to get notified.
",10,9,FALSE
"Recommendations build credibility.

But not all recommendations are the same.

Some look fake and some look like favours.

Here's how I attract genuine recommendations...

In less than 15 minutes.

Ready to make a SPLASH on LinkedIn with a profile that converts? Drop me a message and let's find out how I can help you in achieving just that.

Follow me (ring my profile🔔) for more on , and
",53,4,FALSE
"I asked 10 top creators for their top 3 profile tips.

What they had to say may SURPRISE you!

But one thing they all share in common...

They ALL recognise that their profile is the foundation for EVERYTHING else they do on LinkedIn.

Whether it's posting content, commenting, sending DM's etc

Without a profile that converts...

They wouldn't be the TOP creators they are.

Check out what they had to say and never forget...

You don't get a second chance to make a first impression!

P.S. If your a coach, consultant or service provider with a proven £1k+ offer....

DM when you're ready to make a splash on LinkedIn with a profile that converts.

----------------------------------------------

Reshare if you found this useful ♻️
Follow me + tap the bell to get notified 🔔
Book your Profile Power Hour 🕑



",135,9,TRUE
"I've optimized over 400 LinkedIn profiles.
The hardest part is writing a good summary.
But if you do it right, your audience will love you.
They'll follow you, contact you, buy from you.
Here's the exact structure I use to write
summaries for most of my clients:

🐳

Unlock your LinkedIn profile potential! Answer 13 questions for an instant profile score, receive a personalized report, and book a free consultation to level up your LinkedIn game.

Follow me (ring my profile 🔔) for more on , , , , and .
",76,6,TRUE
"STOP commenting on other people’s content!

If all you’re going to say is 👇

❌ Love your content
❌ Ah great post
❌ Thanks for sharing

LinkedIn’s algorithm penalises comments that are only 3 words or less.

But more importantly…

LAZY commenting isn’t an effective strategy.

- You know it
- LinkedIn knows it
- Your prospect knows it

You’re not here to stroke egos.

You’re here to build relationships

So to avoid sounding like the crowd.

Make sure your comments are:

- Authentic
- Helpful
- Insightful
- Motivational
- Intentional
- Humerous

Approach each comment like you’re about to write a post.

Seek to add the same level of value (with fewer words).

And I promise you’ll see results.

You see just one thought-provoking comment…

Will carry more weight than 100 LAZY comments.

GUARANTEED!

Which begs the question…

Is a LAZY comment even LAZY at all?

If you have to write 100 of them…

To even come close to a unique, value driven comment?





P.S. Hit the 🔔 in your favourite creators content to be notified when they post and try to be the first to comment 🐳
",36,6,FALSE
Utilize these LinkedIn strategies to boost your earnings:,47,2,FALSE
"I reached 13,000+ followers in 77 days.

How exactly did I do it?

I built a high-converting profile.
$22,187 in revenue last month.

I offered free profile reviews 2 weeks ago on one of my posts...

The feedback and results were amazing!

So - I'm doing it again.

I want to offer you a free profile review so you can grow faster:

✅ Like + Repost.
✅ Comment ""CONVERT"".

I'll tell you what to work on and how to improve.

I'll get to every reply in the first 24 hours (nothing beyond that).

See you soon!

♻️ P.S. Reposting doesn't hurt your reach.
",284,3,TRUE
"87% of creators you see today will give up.

Here's a big reason why your content fails:

You are focused on your old systems.

• LinkedIn features have changed.
• AI has been introduced.
• People have higher standards

My point: LinkedIn is competitive.

Average Content = Average Results

If you want to get ahead:

• Share stories
• Build in public
• Experiment w/ new content
• Engage like there's no tomorrow

Most people don't realize how big LinkedIn is going to get (much bigger than it is now).

Take advantage of that.

♻️ Repost if you found this helpful.

P.S. My new course, The Growth OS, IS LIVE!

Get it Today:
",152,1,FALSE
"Want to make more money next year than you did this year?

Spend one hour a day building your audience online and don't ask them for anything.

Only give.

Ask next year.

✌🏻
",36,3,FALSE
"If you don't have a lot of time for creating content, do this:

• Write 2 weeks of content every other Sunday (batching)
• Brainstorm during the week
• Build outlines/templates (structure)
• Schedule your posts in advance
• Experiment along the way
• Refine the content during downtime. (optimization)
• Engage with your audience in real-time. (networking)
• Re-purpose successful content. (sustainability)

All it takes is a little determination, a splash of creativity and a heaping amount of discipline.

No more stress!

✌🏻
",52,5,FALSE
"My newsletter just hit over 60% open rate!

Here are my 3 biggest takeaways:

• Consistency (post 1x per week & practice daily)
• CTAs, subject lines, and titles matter
• Remove fluff from your writing

On top of this...

Raw, real connection trumps any strategy.

People crave relatable content; Stories of triumph, tales of struggle and insights into your journey.

Keep writing.

Keep practicing.

Grow your email list.

Owning your audience is #1.

✌🏻
",46,4,FALSE
"Stop worrying about the numbers game.

I've talked to founders who make 6 or 7 figures and have less than 1,000 followers.

The numbers are great, but not the only factor to success.

I'll be honest, many people are obsessed with racking up followers.

It's pretty easy to get hooked.

Back to the founders, I mentioned: They've ditched the numbers game.

They're providing actual value, making real connections, and keeping it 100 with their audience.

One of my friends from High School has a little over 400 followers and just recently locked down a $50,000 deal.

Keep dishing up your relevant content and keep it real.

It's all about the value.

✌🏻
",100,1,FALSE
"If you want to be irreplaceable, do these 4 things:

1. Self-educate yourself
2. Build meaningful projects that provide value to others
3. Pursue your interests and passion
4. Acquire specific skills along the way

Why be average when you can be so much more than that?

Embrace failure and learn from it.

Foster resilience.

Adapt to change.

Persevere in the face of adversity.

Building your online presence doesn't have to be complicated.

✌🏻
",43,5,FALSE
One of the largest Social Media hacks I've established is to be:,47,3,TRUE
"Most LinkedIn coaches will tell you to study the algorithm.

I tell you to build relationships.

Because LinkedIn calls your network ""connections"" for a reason.
",35,5,TRUE
"I've posted every day for the past 157 days.

Here's what I've learned:

- Learn as you go (can't be perfect)
- Growth takes months (even years)
- Experiment w/ all types of content
- Create an impact (give value)
- Make friends online
- Be yourself

You NEED systems.

♻️ Repost if you found this helpful.

P.S. My new course, The Growth OS, is launching on August 31st.

Join the Waitlist:
",80,4,TRUE
Learn how to strengthen your online presence and attract your target audience with these actionable tips:,34,3,FALSE
Find out how you can use analytics throughout your day and the benefits it'll have on both your business and online brand:,7,2,FALSE
Discover how to craft unforgettable LinkedIn stories that captivate your network and leave a lasting impression:,57,3,FALSE
